0,0.25254487167502726,
1,0.18689128311946768,
2,0.18728621516830501,
3,0.1862878917351271,
4,0.18889474010336624,
5,0.1753143438069925,
6,0.17171243407117504,
7,0.167972216240806,
8,0.1775535429470202,
9,0.16858813286768848,
10,0.16516857899992587,
11,0.16593716859620158,
12,0.1668935690933818,
13,0.15444095993790405,
14,0.16426782626529973,
15,0.166292946729794,
16,0.15598211091933403,
17,0.15044634327173173,
18,0.14819943887161133,
19,0.14788260694567518,
20,0.1449726723487545,
21,0.15550302988024312,
22,0.1496008804262339,
23,0.15296968726086205,
24,0.14767526589483138,
25,0.13949801979314924,
26,0.13628111181791439,
27,0.1377952949381055,
28,0.14691981532077025,
29,0.13874193000682336,
30,0.13310578828277567,
31,0.13301474759855436,
32,0.13060888011716215,
33,0.14378244884038383,
34,0.13259019123722024,
35,0.13670183578949244,
36,0.1373630306932407,
37,0.13118651349697738,
38,0.12966144527853768,
39,0.13375276172398576,
40,0.12712357846561884,
41,0.19244271883624012,
42,0.18679073533907184,
43,0.17561289630551277,
44,0.16601938029824528,
45,0.18194605268027556,
46,0.16657599749476942,
47,0.17217387164234968,
48,0.15753715631564222,
49,0.15617364947114884,
50,0.1518321637606525,
51,0.15545586577425763,
